"LoginID","CustomerID","LoginType","DeviceInterface","MobileDeviceName","WebInterface","LastLogin"
"365","6","Mobile","Android","Oppo","","2024-11-01T13:01:05.835609"
"366","6","Web","Web","","Opera","2024-10-31T13:01:05.835609"
"367","6","Mobile","iOS","iPhone","","2024-10-27T13:01:05.835609"
"368","6","Web","Web","","Opera","2024-10-22T13:01:05.835609"
"369","6","Mobile","iOS","iPhone","","2024-10-15T13:01:05.835609"
"370","6","Mobile","iOS","iPhone","","2024-10-14T13:01:05.835609"
"371","6","Web","Web","","Safari","2024-10-09T13:01:05.835609"
"372","6","Web","Web","","Safari","2024-10-11T13:01:05.835609"
"373","6","Mobile","Android","Samsung Galaxy","","2024-10-04T13:01:05.835609"
"374","6","Web","Web","","Firefox","2024-10-02T13:01:05.835609"
"375","6","Mobile","iOS","iPhone","","2024-09-23T13:01:05.835609"
"376","6","Mobile","Android","Oppo","","2024-09-27T13:01:05.835609"
"377","6","Mobile","iOS","iPhone","","2024-09-17T13:01:05.835609"
"378","6","Mobile","Android","Vivo","","2024-09-19T13:01:05.835609"
"379","6","Web","Web","","Other","2024-09-15T13:01:05.835609"
"380","6","Mobile","Android","Realme","","2024-09-14T13:01:05.835609"
"381","6","Web","Web","","Microsoft Edge","2024-09-06T13:01:05.835609"
"382","6","Web","Web","","Opera","2024-09-08T13:01:05.835609"
"383","6","Mobile","Android","Realme","","2024-08-30T13:01:05.835609"
"384","6","Mobile","iOS","iPhone","","2024-08-26T13:01:05.835609"
"385","6","Mobile","Android","Other","","2024-08-19T13:01:05.835609"
"386","6","Web","Web","","Google Chrome","2024-08-24T13:01:05.835609"
"387","6","Web","Web","","Microsoft Edge","2024-08-17T13:01:05.835609"
"388","6","Mobile","iOS","iPhone","","2024-08-17T13:01:05.835609"
"389","6","Web","Web","","Firefox","2024-08-06T13:01:05.835609"
"390","6","Web","Web","","Firefox","2024-08-06T13:01:05.835609"
"391","6","Mobile","iOS","iPhone","","2024-07-30T13:01:05.835609"
"392","6","Mobile","Android","Oppo","","2024-08-02T13:01:05.835609"
"393","6","Mobile","iOS","iPhone","","2024-07-28T13:01:05.835609"
"394","6","Mobile","Android","Samsung Galaxy","","2024-07-22T13:01:05.835609"
"395","6","Web","Web","","Firefox","2024-07-18T13:01:05.835609"
"396","6","Mobile","iOS","iPhone","","2024-07-15T13:01:05.835609"
"397","6","Mobile","Android","Realme","","2024-07-09T13:01:05.835609"
"398","6","Web","Web","","Other","2024-07-11T13:01:05.835609"
"399","6","Web","Web","","Firefox","2024-07-07T13:01:05.835609"
"400","6","Mobile","Android","Realme","","2024-07-06T13:01:05.835609"
"401","6","Web","Web","","UC Browser","2024-06-29T13:01:05.835609"
"402","6","Mobile","iOS","iPhone","","2024-06-30T13:01:05.835609"
"403","6","Web","Web","","Firefox","2024-06-19T13:01:05.835609"
"404","6","Mobile","Android","Google Pixel","","2024-06-19T13:01:05.835609"
"405","6","Mobile","Android","Vivo","","2024-06-11T13:01:05.835609"
"406","6","Web","Web","","Opera","2024-06-11T13:01:05.835609"
"407","6","Mobile","iOS","iPhone","","2024-06-09T13:01:05.835609"
"408","6","Mobile","Android","Vivo","","2024-06-05T13:01:05.835609"
"409","6","Web","Web","","Firefox","2024-05-31T13:01:05.835609"
"410","6","Mobile","Android","Samsung Galaxy","","2024-05-29T13:01:05.835609"
"411","6","Mobile","iOS","iPhone","","2024-05-25T13:01:05.835609"
"412","6","Mobile","Android","Xiaomi","","2024-05-20T13:01:05.835609"
"413","6","Mobile","Android","Samsung Galaxy","","2024-05-16T13:01:05.835609"
"414","6","Mobile","iOS","iPhone","","2024-05-14T13:01:05.835609"
"415","6","Mobile","Android","OnePlus","","2024-05-10T13:01:05.835609"
"416","6","Mobile","Android","OnePlus","","2024-05-06T13:01:05.835609"
"417","6","Web","Web","","Google Chrome","2024-04-29T13:01:05.835609"
"418","6","Web","Web","","Google Chrome","2024-05-01T13:01:05.835609"
"419","6","Mobile","iOS","iPhone","","2024-04-23T13:01:05.835609"
"420","6","Mobile","iOS","iPhone","","2024-04-23T13:01:05.835609"
"421","6","Mobile","Android","Vivo","","2024-04-16T13:01:05.835609"
"422","6","Mobile","Android","Oppo","","2024-04-16T13:01:05.835609"
"423","6","Mobile","Android","Xiaomi","","2024-04-12T13:01:05.835609"
"424","6","Mobile","Android","Xiaomi","","2024-04-09T13:01:05.835609"
"425","6","Mobile","iOS","iPhone","","2024-04-07T13:01:05.835609"
"426","6","Mobile","Android","Realme","","2024-04-06T13:01:05.835609"
"427","6","Mobile","Android","Other","","2024-03-28T13:01:05.835609"
"428","6","Web","Web","","UC Browser","2024-03-30T13:01:05.835609"
"429","6","Mobile","iOS","iPhone","","2024-03-22T13:01:05.835609"
"430","6","Mobile","iOS","iPhone","","2024-03-18T13:01:05.835609"
"431","6","Web","Web","","UC Browser","2024-03-11T13:01:05.835609"
"432","6","Mobile","Android","Xiaomi","","2024-03-15T13:01:05.835609"
"433","6","Mobile","iOS","iPhone","","2024-03-06T13:01:05.835609"
"434","6","Web","Web","","Safari","2024-03-10T13:01:05.835609"
"435","6","Mobile","iOS","iPhone","","2024-03-02T13:01:05.835609"
"436","6","Web","Web","","Safari","2024-03-03T13:01:05.835609"
"437","6","Web","Web","","Safari","2024-02-23T13:01:05.835609"
"438","6","Web","Web","","Opera","2024-02-19T13:01:05.835609"
"439","6","Web","Web","","Microsoft Edge","2024-02-14T13:01:05.835609"
"440","6","Mobile","iOS","iPhone","","2024-02-12T13:01:05.835609"
"441","6","Mobile","iOS","iPhone","","2024-02-08T13:01:05.835609"
"442","6","Web","Web","","Microsoft Edge","2024-02-08T13:01:05.835609"
"443","6","Web","Web","","Google Chrome","2024-02-03T13:01:05.835609"
"444","6","Web","Web","","UC Browser","2024-02-01T13:01:05.835609"
"445","6","Web","Web","","UC Browser","2024-01-22T13:01:05.835609"
"446","6","Mobile","Android","Other","","2024-01-24T13:01:05.835609"
"447","6","Web","Web","","Opera","2024-01-21T13:01:05.835609"
"448","6","Web","Web","","Google Chrome","2024-01-20T13:01:05.835609"
"449","6","Web","Web","","UC Browser","2024-01-12T13:01:05.835609"
"450","6","Web","Web","","Google Chrome","2024-01-14T13:01:05.835609"
"451","6","Web","Web","","Firefox","2024-01-04T13:01:05.835609"
"452","6","Mobile","iOS","iPhone","","2024-01-07T13:01:05.835609"
"453","6","Web","Web","","Other","2023-12-29T13:01:05.835609"
"454","6","Web","Web","","Google Chrome","2023-12-28T13:01:05.835609"
"455","6","Mobile","iOS","iPhone","","2023-12-21T13:01:05.835609"
"456","6","Mobile","Android","Realme","","2023-12-20T13:01:05.835609"
"457","6","Mobile","iOS","iPhone","","2023-12-17T13:01:05.835609"
"458","6","Web","Web","","Firefox","2023-12-15T13:01:05.835609"
"459","6","Mobile","iOS","iPhone","","2023-12-05T13:01:05.835609"
"460","6","Mobile","iOS","iPhone","","2023-12-08T13:01:05.835609"
"461","6","Mobile","iOS","iPhone","","2023-12-03T13:01:05.835609"
"462","6","Web","Web","","Opera","2023-11-27T13:01:05.835609"
"463","6","Web","Web","","Microsoft Edge","2023-11-24T13:01:05.835609"
"464","6","Mobile","iOS","iPhone","","2023-11-23T13:01:05.835609"
"465","6","Web","Web","","Safari","2023-11-19T13:01:05.835609"
"466","6","Web","Web","","Other","2023-11-18T13:01:05.835609"
"467","6","Web","Web","","UC Browser","2023-11-09T13:01:05.835609"
"468","6","Web","Web","","Safari","2023-11-12T13:01:05.835609"
"469","7","Web","Web","","Opera","2024-11-02T13:01:05.835609"
"470","7","Web","Web","","Safari","2024-10-25T13:01:05.835609"
"471","7","Web","Web","","Safari","2024-10-19T13:01:05.835609"
"472","7","Web","Web","","Other","2024-10-13T13:01:05.835609"
"473","7","Mobile","iOS","iPhone","","2024-10-06T13:01:05.835609"
"474","7","Web","Web","","Safari","2024-09-23T13:01:05.835609"
"475","7","Mobile","Android","Vivo","","2024-09-21T13:01:05.835609"
"476","7","Web","Web","","Microsoft Edge","2024-09-09T13:01:05.835609"
"477","7","Web","Web","","Other","2024-09-02T13:01:05.835609"
"478","7","Web","Web","","Google Chrome","2024-08-29T13:01:05.835609"
"479","7","Mobile","Android","Vivo","","2024-08-20T13:01:05.835609"
"480","7","Mobile","Android","Vivo","","2024-08-13T13:01:05.835609"
"481","7","Mobile","Android","OnePlus","","2024-08-10T13:01:05.835609"
"482","7","Web","Web","","Microsoft Edge","2024-08-04T13:01:05.835609"
"483","7","Mobile","Android","Samsung Galaxy","","2024-07-26T13:01:05.835609"
"484","7","Web","Web","","Opera","2024-07-16T13:01:05.835609"
"485","7","Web","Web","","UC Browser","2024-07-13T13:01:05.835609"
"486","7","Web","Web","","Microsoft Edge","2024-07-04T13:01:05.835609"
"487","7","Web","Web","","Firefox","2024-06-29T13:01:05.835609"
"488","7","Mobile","iOS","iPhone","","2024-06-17T13:01:05.835609"
"489","7","Mobile","iOS","iPhone","","2024-06-12T13:01:05.835609"
"490","7","Mobile","iOS","iPhone","","2024-06-07T13:01:05.835609"
"491","7","Web","Web","","UC Browser","2024-06-02T13:01:05.835609"
"492","7","Web","Web","","Safari","2024-05-25T13:01:05.835609"
"493","7","Mobile","iOS","iPhone","","2024-05-18T13:01:05.835609"
"494","7","Web","Web","","Other","2024-05-10T13:01:05.835609"
"495","7","Mobile","iOS","iPhone","","2024-05-04T13:01:05.835609"
"496","7","Mobile","iOS","iPhone","","2024-04-22T13:01:05.835609"
"497","7","Web","Web","","Google Chrome","2024-04-18T13:01:05.835609"
"498","7","Mobile","Android","Google Pixel","","2024-04-10T13:01:05.835609"
"499","7","Mobile","iOS","iPhone","","2024-04-04T13:01:05.835609"
"500","7","Mobile","iOS","iPhone","","2024-03-26T13:01:05.835609"
"501","7","Web","Web","","Other","2024-03-24T13:01:05.835609"
"502","7","Web","Web","","UC Browser","2024-03-16T13:01:05.835609"
"503","7","Web","Web","","Safari","2024-03-05T13:01:05.835609"
"504","7","Mobile","iOS","iPhone","","2024-03-02T13:01:05.835609"
"505","7","Web","Web","","Google Chrome","2024-02-24T13:01:05.835609"
